岗位名称,公司,城市,国家,区域,最低薪资,最高薪资,薪资货币,岗位类别,JD全文,软性要求,技能标注,来源类型,来源名称,来源链接,采集日期,提交时间,同意状态,数据质量
AI全栈工程师（数据方向）-网易有道,网易有道,北京,中国,,,,,AI全栈,"AI全栈工程师（数据方向）-网易有道
热招
网易互联网2027届校园招聘
|
北京
|
技术
|
2026-08-27
岗位描述
1、数据建设与治理：负责海外营销系统所需的高质量多模态数据采集、清洗、过滤、标注与自动化流水线（Pipeline）建设；
2、AI与数据链路融合：设计并实现结构化与非结构化数据的解析、存储与检索架构，构建面向业务的大数据与AI智能体（Agent）工作流；
3、模型应用与优化：参与数据类模型的选型、评估、微调及落地部署，利用AI技术提升数据分析与业务智能化水平；
4、系统研发与维护：负责AI数据系统及相关后端服务的架构设计、高并发接口开发与云原生环境下的性能调优。
岗位要求
1、教育背景：计算机、软件工程、数据科学、人工智能等相关专业，本科及以上学历。
2、编程能力：精通 Python&JAVA 编程语言，具备扎实的算法与数据结构基础，熟悉常用开发框架。
3、AI/大模型经验：熟悉主流大模型、LangChain、RAG、Agent 架构或向量数据库（如 Milvus, ES 等）的应用与落地。
4、数据技能：熟练掌握 SQL 及主流大数据处理工具（如 Spark, Flink, Hive 等），有大规模数据清洗与处理经验优先。
工作地点
北京",,"[{""raw_name"": ""LangChain"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""LangChain""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""精通"", ""evidence_text"": ""Python""}, {""raw_name"": ""Milvus"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Milvus""}, {""raw_name"": ""Spark"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Spark""}, {""raw_name"": ""Flink"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Flink""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""JAVA""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}, {""raw_name"": ""SQL"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""SQL""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}]",public_job_page,company_career_page,https://campus.163.com/app/job/position?id=103,2026-09-01,,none,human_reviewed
AI Agent 应用开发工程师-网易有道,网易有道,北京,中国,,,,,AI Agent,"AI Agent 应用开发工程师-网易有道
热招
网易互联网2027届校园招聘
|
北京
|
技术
|
2026-08-27
岗位描述
我们不要求你已经是成熟的 Agent 开发者。希望你在 Web、iOS、Android、Windows/macOS 等至少一种端侧开发方向具备技术长板，并愿意在入职后逐步向 Agent 应用与全栈方向发展。
岗位职责
1、负责 Agent 产品的大前端交互与应用开发，参与产品从方案设计到开发上线的完整流程。
2、在团队支持下学习并应用任务编排、工具调用、RAG/知识库等 Agent 技术，推动现有业务场景 Agent 化，并持续优化产品效果与体验。
岗位要求
1、本科及以上学历，计算机、软件工程等相关专业优先。
2、编程和软件工程基础扎实，至少熟悉一门主流语言，如 Java、Python、JavaScript/TypeScript、Swift、Kotlin 等。
3、熟悉 Web、iOS、Android、Windows/macOS 中至少一种技术栈及其运行原理，有完整应用开发或从 0 到 1 的项目实践。
4、对 LLM 和 Agent 产品开发有兴趣，了解 Prompt、RAG、Tool/Function Calling 等基本概念。
5、具有好奇心、自驱力，以及良好的学习、沟通和问题解决能力。
我们更看重你在某一端的技术长板、学习能力和工程潜力，不要求同时掌握所有端，也不要求已有完整的 Agent 项目经验。
加分项
有 Agent、RAG、MCP/Skill、跨端或全栈项目，以及相关实习、开源或技术分享经历者优先。
工作地点
北京",,"[{""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Function Calling""}, {""raw_name"": ""JavaScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""TypeScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TypeScript""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Kotlin"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Kotlin""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""MCP"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""MCP""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""Prompt""}]",public_job_page,company_career_page,https://campus.163.com/app/job/position?id=103,2026-09-01,,none,human_reviewed
AI infra工程师（C++）-网易有道,网易有道,北京,中国,,,,,AI infra,"AI infra工程师（C++）-网易有道
热招
网易互联网2027届校园招聘
|
杭州、北京
|
技术
|
2026-08-27
岗位描述
1、结合HPC和AI前沿技术，设计和优化大模型训练和推理框架，负责模型优化、算子优化、图优化、分布式优化等，提升计算效率；
2、负责云侧或端侧大模型和小模型推理服务开发、性能优化、上线等工作。
岗位要求
1、本科及以上学历，计算机及相关专业优先；
2、精通C/C++、python编程，熟悉常用数据结构；
3、了解transformer的结构，了解模型训练、微调和推理的过程和原理；
4、熟练使用AI Coding工具辅助开发，并能验证生成代码的正确性、性能和安全性；
5、热爱技术，可以快速学习新技术，快速掌握HPC和AI前沿技术；
6、有以下一项或多项技术能力者优先：
（1）有GPU、NPU、ARM、或其他AI芯片等平台上AI落地实践经验；
（2）熟悉并行计算和分布式计算技术，有 MPI、OpenMP、CUDA 等编程经验，或有PTX、汇编优化方法；
（3）熟悉模型训练框架如Deepspeed、Megatron，pytorch等；
（4）熟悉TensorRT-LLM、vLLM、sglang等任一推理框架，有实际操作经验；
（5）熟悉多层次的软件优化经验，如模型剪枝/量化/压缩、分布式优化（PD分离）、存储优化、kv-cache优化、动态Batching、IO优化、算子/指令集优化等。
工作地点
杭州、北京",,"[{""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""AI Coding""}, {""raw_name"": ""PyTorch"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""pytorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""精通"", ""evidence_text"": ""python""}, {""raw_name"": ""vLLM"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""vLLM""}, {""raw_name"": ""C++"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""微调""}]",public_job_page,company_career_page,https://campus.163.com/app/detail/index?id=4857&projectId=103,2026-09-01,,none,human_reviewed
Agent开发工程师,海艺互娱,成都,中国,,12000,25000,CNY,Agent应用开发,"Agent开发工程师
分享
12 - 25 K/月|全职|研发算法类|研发|四川·成都市
发布于 2026-08-28
申请职位
职位描述
岗位职责：

1、参与 AI Agent 核心能力建设，包括 Prompt 工程、Agent 开发、Harness 框架以及 Skill 技能模块开发；

2、参与产品开发与系统优化，支持任务自动化、上下文管理及智能分析能力建设；

3、学习并实践 Agent 系统性能优化，在多任务处理、高并发场景下积累工程实践经验；

4、跟踪大模型应用与 Agent 技术发展趋势，参与技术调研、方案评估及工程落地。



任职要求：

1、熟悉至少一种高级编程语言（Golang / Java / Python等），具备扎实的编程基础和基本的数据结构、算法能力；

2、计算机或相关专业背景，具备良好的计算机基础知识；

3、熟悉关系型数据库及 SQL 开发，具备数据处理和分析能力；

4、具备良好的问题分析和沟通能力，能够主动发现问题并提出解决方案；

5、对大模型应用、Agent 系统、Prompt 工程及 AI 工程化方向有浓厚兴趣，具备较强的学习能力和探索精神。



加分项：

1、有大模型应用开发、Prompt 编写或效果调优经验者优先；

2、有 Agent 系统或相关开源项目实践经验者优先，如 ClaudeCode、DeepAgent、OpenClaw、LangGraph等；

3、熟悉 Skill 技能模块设计、加载机制或上下文管理相关实践者优先。",,"[{""raw_name"": ""LangGraph"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""LangGraph""}, {""raw_name"": ""LLM 应用开发"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""大模型应用开发""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Golang""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""上下文管理""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""SQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SQL""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,company_career_page,https://app.mokahr.com/campus-recruitment/haiyi/150699?locale=zh-CN#/job/bd74bc54-455f-4356-927f-d006315c8f37,2026-09-01,,none,human_reviewed
AI java,慧策（掌上先机）,北京,中国,,,,,AI java,"【岗位职责】
1.负责供应链场景下搜推系统的工程实现，参与核心模块的设计、编码与测试，保障系统高可用、高并发与可扩展性。
2.支撑算法团队的工程化需求，负责算法模型的线上部署、推理服务开发与性能优化，确保模型服务低延迟、高吞吐。
3.设计并优化高并发数据结构，支撑海量业务数据下复杂索引结构的低延迟查询，提升搜推系统的响应速度。
4.与算法、产品、测试团队紧密协作，保障搜索、推荐、AI 采购等相关功能按时高质量交付。
5.跟踪 Java 技术栈与供应链智能化领域的发展趋势，参与内部技术分享与架构演进，推动系统性能与稳定性持续优化。
任职资格
1. 学历背景
本科及以上学历，计算机相关专业，应届毕业生或在校生均可投递。
2. 技术能力
（1）熟练掌握 Java 编程语言，扎实掌握面向对象编程、集合框架、异常处理等核心基础知识。
（2）理解常用数据结构与算法，并能将其应用于实际业务开发场景。
（3）熟悉 Spring Boot、MyBatis 等主流 Java 开发框架，有实际项目使用经验者优先。
3. 个人素质
（1）积极主动，责任心强，具备良好的团队合作精神和跨部门沟通能力。
（2）能够在项目压力下保持高效工作状态，对技术和供应链智能化业务有持续学习热情。
4. 加分项
（1）有搜索推荐算法经验、 AI 工程项目经验者优先，熟悉向量数据库者优先。",,"[{""raw_name"": ""Spring Boot"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Spring Boot""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Java""}]",public_job_page,company_career_page,https://huicecom.zhiye.com/campus/jobs,2026-09-01,,none,human_reviewed
Python研发工程师-北京,博斯软件,北京,中国,,,,,AI Python,"Python研发工程师-北京
分享
AI研发中心（人工智能研究院）
发布于 2026-08-26
申请职位
职位描述
投递提示：此岗位为Python后端研发，专注于智能体平台的服务架构、调度编排与性能优化，非算法类岗位。请确认您的技术兴趣与经验主要在后端工程方向后再行投递，感谢关注！



我们在做什么

我们正在打造下一代企业级AI智能体平台。在这里，你将面对的不只是高并发的后端系统，更有AI Agent调度、知识库引擎、模型网关等极具挑战的核心场景。我们的业务不仅覆盖""小龙虾""、""爱马仕""等个人智能体助手，更延伸至面向多用户的企业级智能体平台。如果你对""让AI在企业级场景真正落地干活""这件事充满热情，这里就是你的舞台。



岗位职责

1. 负责公司AI智能体平台、知识库、模型网关等AI核心研发平台后端的设计与开发，并协助智能体的调度编排、上下文管理等工作，构建高可用、高性能的分布式服务，支撑智能体业务的高速增长。

2. 深度参与接口设计、数据存储方案及服务治理，确保系统在微服务架构下的稳定性、可扩展性与安全性。

3. 与前端、算法团队紧密配合，高效完成联调测试，推动复杂技术问题的闭环解决，并输出清晰、规范的技术文档。

4. 参与技术方案评审与代码走查，践行DevOps理念，从代码到部署全链路提升系统性能与研发效率。

5. 保持对AI工程化、云原生等前沿技术的敏锐度，结合业务场景落地创新方案，持续提升团队整体技术竞争力。



任职资格

1. 本科及以上学历，计算机、软件工程等相关专业优先。

2. 深入理解Python核心机制，熟悉多线程、异步IO（asyncio）、装饰器、上下文管理器等特性；熟悉FastAPI、Django或Flask等主流Web框架者优先。

3. 熟悉至少一种Python ORM框架（如SQLAlchemy、Django ORM），具备数据库设计与查询优化能力。

4. 熟悉MySQL或PostgreSQL，深入理解数据库索引原理及事务隔离级别；熟悉Redis等NoSQL缓存技术。

5. 了解分布式系统常见挑战及解决方案；熟悉消息队列（如RocketMQ、Kafka）的基本使用场景；熟悉Nacos、Sentinel等服务治理组件者优先。

6. 有AI编程助手（如Cursor、ClaudeCode）深度使用经验者优先；了解主流开源智能体框架，或有大模型API调用经验者优先。

7. 具备出色的快速学习能力，能够快速掌握Java、Go等其他语言技术栈。",,"[{""raw_name"": ""PostgreSQL"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""PostgreSQL""}, {""raw_name"": ""FastAPI"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""FastAPI""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Cursor""}, {""raw_name"": ""Django"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Django""}, {""raw_name"": ""MySQL"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Redis""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""上下文管理""}, {""raw_name"": ""Flask"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Flask""}, {""raw_name"": ""微服务"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微服务架构""}, {""raw_name"": ""分布式系统"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""分布式系统""}, {""raw_name"": ""Kafka"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Kafka""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Go"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Go""}]",public_job_page,company_career_page,https://app.mokahr.com/campus-recruitment/bosssoft/68370#/job/b4244ec9-f571-4cae-9460-6b6bd48b96ab,2026-09-01,,none,human_reviewed
AI全栈工程师 - 飞书项目,字节跳动,"杭州,北京",中国,,,,,AI全栈,"AI全栈工程师 - 飞书项目
杭州、北京
正式
研发 - 后端
2027届校园招聘
职位 ID：A32532
职位描述
团队介绍：飞书项目是专为复杂业务场景打造的专业项目管理平台，通过可视化AI 工作流引擎，帮助企业规范协作流程、提升执行效率。目前，飞书项目已服务多家先进企业，覆盖软件研发、硬件开发、企业经营管理等复杂协同场景，领跑研发项目管理数字化工具赛道。

1、参与飞书项目核心模块的前后端全链路研发，端到端负责功能设计、开发、测试与上线；
2、不断探索各种新技术，参与系统架构演进、性能与稳定性优化，保障平台在大规模企业客户下的高可用；
3、以AI为默认工作方式，深度实践AI Coding，持续沉淀团队研发提效方法与工具。
职位要求
1、2027届获得本科及以上学历，计算机、软件工程等相关专业优先；
2、数据结构、算法、操作系统、网络、数据库基础扎实，熟练掌握至少一门主流编程语言（Go/TypeScript/Java/Python等），代码逻辑清晰、结构良好；
3、熟悉React/Vue等主流前端框架，掌握至少一种常用Web框架，熟悉MySQL/Redis等常用存储；
4、至少熟练使用一种AI编码工具Cursor/Claude Code/Copilot/TRAE/Codex等；了解大模型、Agent、RAG、MCP、CLI、Prompt、Harness等核心概念并有自己的理解；能识别AI输出的正确性、风险与边界，并设计验证机制；
5、具备良好的逻辑思考与问题拆解能力，好奇心与学习动手能力强，主动自驱，面对复杂问题具备攻坚钻研的毅力和解决能力，沟通协作顺畅。

加分项：
1）独立AI相关作品项目经验；
2）优秀的开源贡献或个人项目；
3）ACM/NOI/CTF等竞赛获奖；
4）有To B/SaaS类产品实习或复杂业务开发经历。",,"[{""raw_name"": ""TypeScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TypeScript""}, {""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""AI Coding""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""MySQL"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Redis""}, {""raw_name"": ""ReAct"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""React""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""MCP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MCP""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,company_career_page,https://jobs.bytedance.com/campus/position/7668271920346286341/detail,2026-09-01,,none,human_reviewed
资深Agent研发工程师,月之暗面,北京，上海,中国,,,,,Agent研发,"急
资深Agent研发工程师
分享
全职|技术类|北京市
发布于 2026-08-10
申请职位
职位描述
如果你想做的不是一次性 demo，而是真正被大规模用户持续使用、能够沉淀为核心产品能力的 AI Agent 系统——这个岗位是你的。你将参与 Kimi 最核心的 Agent 方向研发，围绕 Agent 内核、任务执行、工具生态与工程基础设施，打造一体化的产品体系。你的代码不仅支撑真实业务场景，也会成为智能产品持续演进的重要基础。

你将亲手打造：

设计与开发 Agent 相关主线产品的关键特性，包括内核框架、业务逻辑、效果调优；
建设稳定可靠的 Agent 工程基座，让复杂任务的执行过程可控、可查、可复现；
关注业务数据与指标，围绕模型效果与用户体验做持续打磨；
与模型、工具生态、前端、产品等团队协作，把优秀实践沉淀为可复用的框架能力；
引入 AI 改善研发工作流和工程质量，建设先进的 CI/CD 和 DevOps 工具。
我们希望你：

具备优秀的 AI Agent 产品与技术认知，深入理解 Agent 的产品形态、核心能力与落地路径，关注模型效果、任务执行、工具调用与用户体验；
熟悉 Agent 主流技术栈（如 Skills、MCP、Sandbox 等），有真实 Agent 系统的开发经验；
具备扎实的后端工程与基础设施认知：精通 Go，熟悉微服务、RESTful API、gRPC、OpenTelemetry 等主流后端技术栈，具备复杂后端系统设计能力；
理解 PostgreSQL、MySQL、Redis、Elasticsearch、S3、HBase 等存储组件的使用场景与核心原理；
熟悉 Linux、Docker、Kubernetes、CI/CD、DevOps 等工程基础设施；
具备出色的技术抽象与工程创新能力，强自驱、好奇心强，善于使用 AI 工具提升研发效率，能够完成从产品原型到工程落地的闭环。
工作地点：北京/上海",,"[{""raw_name"": ""Elasticsearch"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Elasticsearch""}, {""raw_name"": ""Kubernetes"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Kubernetes""}, {""raw_name"": ""PostgreSQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""PostgreSQL""}, {""raw_name"": ""Docker"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Docker""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Redis""}, {""raw_name"": ""Linux"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Linux""}, {""raw_name"": ""CI/CD"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""CI/CD""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""工具调用""}, {""raw_name"": ""gRPC"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""gRPC""}, {""raw_name"": ""MCP"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MCP""}, {""raw_name"": ""微服务"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""微服务""}, {""raw_name"": ""Go"", ""importance"": ""must_have"", ""intensity"": ""精通"", ""evidence_text"": ""Go""}]",public_job_page,company_career_page,https://app.mokahr.com/apply/moonshot/148506#/job/5c611c15-1359-4e25-8748-111ff25c8e88,2026-09-01,,none,human_reviewed
测试开发工程师-Agent开发方向,鹰角网络,上海,中国,,,,,Agent开发,"测试开发工程师-Agent开发方向
分享
全职|上海市|程序技术类
申请职位
职位描述
岗位职责：

1.负责 SDLC 测试领域 AI Agent 体系建设，重点覆盖需求评审、用例评审、测试数据生成及自动化测试等核心场景，驱动测试全流程智能化提效；

2.参与测试 Agent 能力开发与工具链对接，打通需求、代码、接口、缺陷等研发测试数据，支撑测试分析、结果校验与流程闭环；

3.跟进 AI 工程化相关技术，沉淀可复用的测试 Agent 方案、工具能力和知识资产。



任职要求：

1.本科及以上学历，计算机、软件工程、人工智能等相关专业优先；

2.具备扎实的计算机基础，理解数据结构、算法、网络协议、数据库及常用设计模式；

3.至少熟练掌握一门主流编程语言（如 C++ / Go / Java / Python 等），编码功底扎实；

4.熟悉 Spring Boot、Django、FastAPI 等常见后端技术栈，有服务端系统设计或工具开发经验者优先；

5.了解 AI Agent、RAG、Prompt Engineering、LangChain / LangGraph 等技术，有落地经验者优先；

6.了解 SDLC、质量保障、自动化测试、可观测性体系者优先；

7.积极主动、责任心强，具备良好的沟通协作、学习能力及工程落地意识",,"[{""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt Engineering""}, {""raw_name"": ""Spring Boot"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Spring Boot""}, {""raw_name"": ""LangChain"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""LangChain""}, {""raw_name"": ""LangGraph"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""LangGraph""}, {""raw_name"": ""FastAPI"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""FastAPI""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Django"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Django""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""网络协议"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""网络协议""}, {""raw_name"": ""C++"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}]",public_job_page,company_career_page,https://app.mokahr.com/campus-recruitment/hypergryph/26326?recommendCode=DSHEzpf4#/job/f10f4237-9230-4377-be31-cddd1b404be6,2026-09-01,,none,human_reviewed
Agent工程师-系统交付,极智嘉,苏州,中国,,,,,Agent工程,"急
Agent工程师-系统交付
分享
软件工程类|江苏·苏州市|全职
申请职位
职位描述
Responsibilities：- 基于公司WES/IPS核心产品开展项目需求落地与全流程交付工作，依托PUI机制完成项目需求梳理、固化与落地推进，保障需求落地合规、高效。- 聚焦仓储物流业务场景，负责前端客户需求的调研收集、拆解梳理，结合业务现状制定可落地的技术实施方案，并全程跟进方案落地与落地验证工作。- 依托AI原生研发模式开展需求落地工作，借助AI工具高效完成PRD、TDD、功能规格说明书（Function Spec）等文档撰写，常态化参与代码评审（Code Review）及AI自动化单元测试工作，提升交付标准化与质量。- 负责项目上线后的常态化运维支撑工作，承接后续迭代需求对接、落地跟进，持续复盘交付流程，迭代优化交付方式，稳步提升项目整体交付效率与稳定性。- 及时响应并处理项目线上Bug，项目实施过程中的系统相关的问题跟进，提供技术与业务支撑，闭环解决各类交付卡点问题。- 协同项目团队开展业务蓝图（Blueprint）调研、分析与梳理工作，梳理业务架构与项目整体实施规划，为项目整体落地提供支撑。Base Skills：- 本科及以上学历，计算机科学、软件工程、信息技术等计算机相关专业，具备扎实的专业理论功底。- 具备良好的代码编写能力，熟练掌握 Java、Python 至少一门编程语言；理解并发编程、JVM 核心运行机制，熟悉 Spring Boot 框架及 MySQL 数据库，了解 Redis、消息队列等中间件的核心特性与业务适用场景。- 具备扎实的计算机基础知识，熟练掌握数据结构与算法、操作系统、计算机网络、数据库原理等核心专业知识，具备完备的技术知识体系。- 具备一定的 AI Native  技术基础认知，了解机器学习基础概念、大模型运行原理及能力边界；熟悉 Transformer、提示词工程、RAG、智能Agent 等主流AI技术，并具备相关实践尝试与独立思考能力。- 具备优秀的逻辑拆解与结构化思维，可将复杂业务需求、AI 落地需求拆解为可落地的技术方案与细分执行场景；沟通表达清晰、工作主动积极，乐于拥抱 AI 原生新型研发模式，适配数字化交付工作。",,"[{""raw_name"": ""Spring Boot"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Spring Boot""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""提示词工程""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""Redis""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Java""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}]",public_job_page,company_career_page,https://app.mokahr.com/campus_apply/geekplus/168533#/job/2822c143-cd79-4594-a8f3-ef037b6eb652,2026-09-01,,none,human_reviewed
